SNID,IAUC,host,RA,Dec,RA_host,Dec_host,zhel,zcmb,zhelerr,zHD,zHDerr,PV,vpecerr,RA_group,Dec_group,zhel_group,zcmb_group,zHD_group,PV_group,in_group,has_host,is_SNz
15704,2006nh,SDSS J024050.57+003931.6,40.210735,0.658751,40.212124,0.659822,0.370549,0.369523,0.000039,0.36962,0.00114,-21,250,,,,,,,0,1,0
15756,2006nf,WISEA J000130.18+001631.6,0.374834,0.275974,0.375744,0.275474,0.386701,0.385044,0.000065,0.38515,0.00116,-22,250,,,,,,,0,1,0
15776,2006na,SDSS J021119.27-005953.1,32.829441,-0.998258,32.830292,-0.998102,0.316961,0.315825,0.000063,0.31593,0.00110,-24,250,,,,,,,0,1,0
15868,2006pa,WISEA J023224.10-004250.4,38.099796,-0.713578,38.100376,-0.714062,0.250716,0.249740,0.000023,0.24986,0.00104,-28,250,,,,,,,0,1,0
15872,2006nb,WISEA J022653.35-001939.2,36.722496,-0.327810,36.722389,-0.327851,0.206456,0.205486,0.000025,0.20562,0.00101,-33,250,,,,,,,0,1,0
15897,2006pb,WISEA J004643.59-010157.1,11.681450,-1.032905,11.681601,-1.032487,0.174885,0.173574,0.000089,0.17374,0.00098,-42,250,,,,,,,0,1,0
15901,2006od,WISEA J020754.39-003207.3,31.976303,-0.535389,31.976305,-0.535346,0.204740,0.203684,0.000178,0.20382,0.00102,-35,250,,,,,,,0,1,0
16000,2006nj,SDSS-II SN 16000 HOST,21.117622,0.074385,21.117458,0.074306,0.398500,0.397069,0.000500,0.39717,0.00127,-21,250,,,,,,,0,1,0
16021,2006nc,WISEA J005522.51-002320.9,13.843731,-0.388811,13.843852,-0.389215,0.124597,0.123362,0.000022,0.12357,0.00094,-56,250,,,,,,,0,1,0
16032,2006nk,,44.069218,-0.410771,,,0.204000,0.203183,0.000500,0.20331,0.00112,-31,250,,,,,,,0,0,0
16069,2006nd,WISEA J224458.81-010022.8,341.246075,-1.006598,341.245056,-1.006381,0.128250,0.126882,0.000038,0.12706,0.00094,-46,250,,,,,,,0,1,0
16072,2006nv,WISEA J001229.90-005840.3,3.124440,-0.977309,3.124574,-0.977832,0.285857,0.284343,0.000053,0.28446,0.00107,-28,250,,,,,,,0,1,0
16073,2006of,SDSS J003225.83-010314.1,8.107763,-1.054001,8.107674,-1.053904,0.154716,0.153394,0.000014,0.15357,0.00096,-46,250,,,,,,,0,1,0
16093,2006oe,SDSS J232126.93+010757.4,350.362471,1.132483,350.362213,1.132611,0.336029,0.334392,0.000027,0.33450,0.00111,-24,250,,,,,,,0,1,0
16099,2006nn,SDSS J014541.09-010316.4,26.420935,-1.054386,26.421242,-1.054594,0.196948,0.195807,0.000033,0.19595,0.00100,-36,250,,,,,,,0,1,0
16100,2006nl,SDSS J020144.72-010156.5,30.436289,-1.032410,30.436333,-1.032376,0.190000,0.188932,0.000500,0.18908,0.00111,-37,250,,,,,,,0,1,0
16106,2006no,WISEA J220821.57-010854.0,332.089348,-1.148781,332.089905,-1.148289,0.251200,0.249730,0.000500,0.24983,0.00116,-24,250,,,,,,,0,1,0
16108,2006og,,303.017765,0.570609,,,0.188200,0.187166,0.000500,0.18723,0.00111,-16,250,,,,,,,0,0,0
16116,2006oh,SDSS J234112.52-010621.3,355.302010,-1.105807,355.302185,-1.105962,0.156492,0.155092,0.000019,0.15526,0.00096,-44,250,,,,,,,0,1,0
16165,2006nw,,30.733135,-0.533872,,,0.175100,0.174048,0.000500,0.17420,0.00110,-40,250,,,,,,,0,0,0
16185,2006ok,WISEA J010728.34-001609.8,16.868069,-0.269365,16.868101,-0.269343,0.101366,0.100189,0.000060,0.10043,0.00092,-66,250,,,,,,,0,1,0
16206,2006pe,WISEA J002309.19-000312.9,5.788190,-0.053633,5.788319,-0.053580,0.159729,0.158379,0.000028,0.15856,0.00097,-46,250,,,,,,,0,1,0
16211,2006nm,WISEA J231239.06+001557.9,348.164090,0.266932,348.162903,0.265991,0.310991,0.309386,0.000046,0.30949,0.00109,-25,250,,,,,,,0,1,0
16213,2006oi,SDSS J003553.05+001530.3,8.971051,0.258405,8.971042,0.258417,0.252200,0.250770,0.005000,0.25090,0.00511,-32,250,,,,,,,0,1,1
16215,2006ne,2MASX J01133756+0025256,18.407667,0.423875,18.406591,0.423756,0.047032,0.045928,0.000023,0.04666,0.00087,-211,250,,,,,,,0,1,0
16232,2006oj,SDSS J010849.19-005922.2,17.205410,-0.989553,17.204985,-0.989524,0.375724,0.374261,0.000050,0.37436,0.00115,-22,250,,,,,,,0,1,0
16259,2006ol,WISEA J232807.79+005129.4,352.029971,0.856355,352.032501,0.858183,0.119078,0.117710,0.000023,0.11792,0.00093,-57,250,,,,,,,0,1,0
16276,2006om,SDSS J012218.82+010037.0,20.578657,1.010615,20.578434,1.010297,0.195200,0.193967,0.005000,0.19413,0.00510,-40,250,,,,,,,0,1,1
16280,2006nz,2MASXi J0056292-011336,14.121691,-1.226708,14.121715,-1.226750,0.038160,0.037025,0.000011,0.03677,0.00086,75,250,,,,,,,0,1,0
16281,2006pd,WISEA J233146.10-004005.0,352.942151,-0.668052,352.942200,-0.668080,0.186515,0.185071,0.000058,0.18522,0.00099,-38,250,,,,,,,0,1,0
16287,2006np,WISEA J030639.57+000343.1,46.664509,0.064026,46.664898,0.061984,0.107356,0.106655,0.000013,0.10685,0.00092,-52,250,,,,,,,0,1,0
16314,2006oa,WISEA J212342.91-005034.7,320.928932,-0.843469,320.929047,-0.842973,0.062573,0.061416,0.000011,0.06153,0.00089,-33,250,,,,,,,0,1,0
16333,2006on,WISEA J215558.50-010412.9,328.993702,-1.070198,328.993744,-1.070276,0.071915,0.070677,0.000015,0.07089,0.00089,-61,250,,,,,,,0,1,0
16350,2006ph,WISEA J213433.33-005306.0,323.639488,-0.885831,323.638794,-0.884976,0.238217,0.236838,0.000033,0.23693,0.00103,-22,250,,,,,,,0,1,0
16352,2006pk,SDSS J230459.84-005221.1,346.249358,-0.873365,346.249359,-0.872529,0.252270,0.250741,0.000021,0.25086,0.00104,-28,250,,,,,,,0,1,0
16357,2006pi,,330.819176,-0.606841,,,0.373800,0.372195,0.000500,0.37227,0.00125,-17,250,,,,,,,0,0,0
16392,2006ob,UGC 01333,27.950600,0.263312,27.952105,0.263828,0.058596,0.057605,0.000043,0.05824,0.00088,-179,250,,,,,,,0,1,0
16402,2006sv,SDSS J222528.23+001553.7,336.367720,0.265275,336.367645,0.264943,0.264500,0.262983,0.000500,0.26309,0.00117,-25,250,,,,,,,0,1,0
16414,2006pj,SDSS J223718.28+004416.9,339.326464,0.738137,339.326172,0.738048,0.307732,0.306147,0.000009,0.30625,0.00109,-24,250,,,,,,,0,1,0
16421,2006pg,WISEA J032720.72+010522.8,51.836304,1.089658,51.836353,1.089656,0.320300,0.319588,0.000500,0.31968,0.00121,-21,250,,,,,,,0,1,0
16442,2006oo,WISEA J215947.15-004400.9,329.946808,-0.733223,329.946442,-0.733601,0.280828,0.279339,0.000080,0.27943,0.00107,-21,250,,,,,,,0,1,0
16473,2006pl,SDSS J215426.90+003518.6,328.612152,0.588515,328.612122,0.588513,0.217547,0.216138,0.000161,0.21625,0.00103,-27,250,,,,,,,0,1,0
16482,2006pm,WISEA J215449.83+005550.9,328.709507,0.933667,328.707733,0.930701,0.210771,0.209368,0.000039,0.20948,0.00101,-28,250,,,,,,,0,1,0
16541,2006pn,SDSS J034902.89-003158.5,57.261883,-0.532772,57.262043,-0.532979,0.131600,0.131115,0.000500,0.13125,0.00107,-36,250,,,,,,,0,1,0
16567,2006pf,WISEA J014145.08-001121.9,25.438051,-0.189150,25.437851,-0.189426,0.365913,0.364590,0.000076,0.36469,0.00114,-22,250,,,,,,,0,1,0
16578,2006po,2MASS J20231528-0050552,305.813202,-0.848488,305.813690,-0.848609,0.174700,0.173634,0.000500,0.17370,0.00110,-17,250,,,,,,,0,1,0
16618,2006pq,WISEA J012506.91-011310.0,21.279373,-1.218938,21.278748,-1.219388,0.193145,0.191931,0.000020,0.19208,0.00099,-38,250,,,,,,,0,1,0
16619,2006ps,SDSS J014345.29-010642.6,25.938738,-1.111919,25.938784,-1.111893,0.115100,0.114030,0.000500,0.11424,0.00106,-56,250,,,,,,,0,1,0
16631,2006pv,WISEA J033829.43-004033.4,54.622791,-0.675569,54.622681,-0.675875,0.215800,0.215216,0.000500,0.21532,0.00113,-25,250,,,,,,,0,1,0
16637,,WISEA J003242.15-001907.8,8.175993,-0.318442,8.175677,-0.318849,0.242928,0.241503,0.000015,0.24164,0.00104,-32,250,,,,,,,0,1,0
16641,2006pr,WISEA J013414.78-002413.3,23.561230,-0.403632,23.561619,-0.403669,0.126500,0.125382,0.000500,0.12558,0.00106,-54,250,,,,,,,0,1,0
16644,2006pt,WISEA J022716.07-002336.3,36.817375,-0.393480,36.817009,-0.393229,0.298808,0.297766,0.000015,0.29787,0.00108,-24,250,,,,,,,0,1,0
16692,2006op,WISEA J212131.82+005941.9,320.382778,0.993306,320.382599,0.994918,0.034119,0.032993,0.000022,0.03370,0.00086,-204,250,,,,,,,0,1,0
16737,2006qc,WISEA J205119.84-005707.6,312.832680,-0.952322,312.832764,-0.952138,0.202200,0.200998,0.005000,0.20107,0.00510,-19,250,,,,,,,0,1,1
16748,2006sx,WISEA J003148.18-003051.4,7.951316,-0.513941,7.950826,-0.514279,0.232098,0.230684,0.000013,0.23082,0.00103,-33,250,,,,,,,0,1,0
16758,2006pw,SDSS J224626.94+010904.9,341.612354,1.150807,341.612274,1.151371,0.326503,0.324886,0.000051,0.32499,0.00111,-23,250,,,,,,,0,1,0
16774,2006sy,SDSS J022105.03+004943.6,35.271675,0.828398,35.270985,0.828800,0.214827,0.213819,0.000058,0.21396,0.00101,-34,250,,,,,,,0,1,0
16776,2006qd,SDSS J230805.08-001034.5,347.021411,-0.176078,347.021179,-0.176261,0.266718,0.265169,0.000022,0.26529,0.00106,-28,250,,,,,,,0,1,0
16779,2006qa,SDSS J030109.66-000133.3,45.290539,-0.026244,45.290325,-0.025960,0.400400,0.399478,0.000500,0.39956,0.00127,-18,250,,,,,,,0,1,0
16781,2006qb,SDSS J032814.55-001202.7,52.061031,-0.200964,52.060646,-0.200766,0.331200,0.330493,0.005000,0.33058,0.00512,-19,250,,,,,,,0,1,1
16789,2006pz,WISEA J025508.23+001400.6,43.784340,0.234771,43.784245,0.233512,0.324952,0.324044,0.000044,0.32414,0.00111,-22,250,,,,,,,0,1,0
16793,2006qg,,328.575356,0.447010,,,0.204200,0.202807,0.000500,0.20292,0.00112,-29,250,,,,,,,0,0,0
16836,2006sw,SDSS J010500.52-002232.2,16.250849,-0.374641,16.252197,-0.375617,0.333200,0.331767,0.005000,0.33188,0.00512,-25,250,,,,,,,0,1,1
16847,2006px,WISEA J233317.11+005737.7,353.321254,0.961100,353.321411,0.960563,0.277205,0.275646,0.000031,0.27577,0.00106,-29,250,,,,,,,0,1,0
16872,2006qh,SDSS J214753.02+004224.6,326.970917,0.706835,326.972076,0.707146,0.121114,0.119830,0.000027,0.11999,0.00093,-43,250,,,,,,,0,1,0
16894,2006tb,SDSS J034515.48-000742.7,56.314533,-0.128542,56.314529,-0.128530,0.296500,0.295919,0.000500,0.29600,0.00119,-19,250,,,,,,,0,1,0
16899,2006ta,WISEA J032950.28+001742.6,52.460075,0.295091,52.459801,0.294911,0.287700,0.287024,0.000500,0.28712,0.00118,-22,250,,,,,,,0,1,0
16938,2006qe,SDSS J231219.93-003203.6,348.083261,-0.534423,348.083038,-0.534366,0.381744,0.380055,0.000167,0.38015,0.00116,-20,250,,,,,,,0,1,0
16953,2006pp,SDSS J004858.47+002837.0,12.243641,0.476952,12.244143,0.477001,0.339207,0.337713,0.000027,0.33783,0.00112,-25,250,,,,,,,0,1,0
16956,2006qj,WISEA J201105.28-001911.0,302.773380,-0.319961,302.772000,-0.319750,0.108700,0.107742,0.000500,0.10783,0.00105,-23,250,,,,,,,0,1,0
17048,2006qi,SDSS J015019.55+005305.4,27.581514,0.884898,27.581457,0.884857,0.220452,0.219301,0.000097,0.21944,0.00102,-35,250,,,,,,,0,1,0
17081,2006ql,WISEA J015008.98+002512.0,27.537971,0.420476,27.537485,0.420020,0.275823,0.274621,0.000046,0.27474,0.00106,-29,250,,,,,,,0,1,0
17106,2006tc,WISEA J030802.05+005635.1,47.008179,0.943433,47.008518,0.943103,0.212400,0.211637,0.000500,0.21176,0.00113,-31,250,,,,,,,0,1,0
17117,2006qm,SDSS J024224.45-004742.5,40.600307,-0.796524,40.601913,-0.795162,0.140153,0.139311,0.000008,0.13948,0.00095,-44,250,,,,,,,0,1,0
17168,2007ik,SDSS J223853.67-011002.0,339.723804,-1.167083,339.723633,-1.167233,0.185192,0.183760,0.000014,0.18389,0.00099,-34,250,,,,,,,0,1,0
17171,2007id,2MASX J21460084-0113096,326.502041,-1.217730,326.503479,-1.219342,0.160311,0.158992,0.000026,0.15911,0.00097,-31,250,,,,,,,0,1,0
17174,2007fr,UGC 11780 NOTES01,324.286381,0.437098,324.284882,0.446426,0.050721,0.049541,0.000009,0.04945,0.00088,25,250,,,,,,,0,1,0
17176,2007ie,SDSS J221736.67+003647.6,334.402838,0.613342,334.402802,0.613248,0.093413,0.092110,0.000010,0.09232,0.00091,-58,250,,,,,,,0,1,0
17186,2007hx,SDSS J020627.93-005353.0,31.612825,-0.899550,31.616388,-0.898086,0.079443,0.078492,0.000018,0.07875,0.00090,-72,250,,,,,,,0,1,0
17208,2007ic,SDSS J000557.98+010611.1,1.491593,1.103086,1.491749,1.103152,0.142200,0.140839,0.005000,0.14104,0.00509,-52,250,,,,,,,0,1,1
17215,2007hy,2MASS J03394259+0105336,54.926380,1.092299,54.927433,1.092673,0.181364,0.180798,0.000043,0.18092,0.00099,-31,250,,,,,,,0,1,0
17218,2007jp,SDSS J234441.22-000148.3,356.171815,-0.030055,356.171814,-0.030105,0.178393,0.176966,0.000014,0.17713,0.00098,-41,250,,,,,,,0,1,0
17220,2007ji,WISEA J003848.31-001045.4,9.701524,-0.179249,9.701342,-0.179235,0.179029,0.177691,0.000028,0.17786,0.00098,-42,250,,,,,,,0,1,0
17223,2007jj,,26.361374,-0.019418,,,0.242700,0.241511,0.000500,0.24164,0.00115,-32,250,,,,,,,0,0,0
17240,2007ht,2MASX J00343398-0112577,8.640957,-1.217578,8.641671,-1.215991,0.072753,0.071530,0.000020,0.07182,0.00089,-82,250,,,,,,,0,1,0
17253,2007jq,WISEA J001158.42+005951.4,2.994201,0.998150,2.993461,0.997574,0.158263,0.156892,0.000026,0.15708,0.00097,-48,250,,,,,,,0,1,0
17258,2007jr,SDSS J022257.29+010132.3,35.738617,1.025760,35.738716,1.025648,0.088960,0.088064,0.000008,0.08831,0.00091,-69,250,,,,,,,0,1,0
17263,2007gt,WISEA J001626.60-002102.1,4.109042,-0.352658,4.110837,-0.350643,0.059760,0.058516,0.000054,0.05886,0.00088,-98,250,,,,,,,0,1,0
17274,2007ij,SDSS J235721.97+000621.0,359.341503,0.105858,359.341614,0.105869,0.196102,0.194668,0.000031,0.19482,0.00100,-39,250,,,,,,,0,1,0
17280,2007ia,WISEA J034310.03+000614.3,55.791908,0.102471,55.791836,0.104011,0.130978,0.130458,0.000012,0.13060,0.00094,-39,250,,,,,,,0,1,0
17332,2007jk,WISEA J025505.41-000851.8,43.773479,-0.147425,43.772522,-0.147686,0.182841,0.182031,0.000074,0.18217,0.00099,-35,250,,,,,,,0,1,0
17340,2007kl,WISEA J024451.21+002155.0,41.212090,0.364833,41.213379,0.365322,0.257172,0.256253,0.000033,0.25637,0.00105,-27,250,,,,,,,0,1,0
17366,2007hz,WISEA J210308.39-010152.2,315.787289,-1.029184,315.784973,-1.031169,0.139289,0.138110,0.000013,0.13822,0.00095,-28,250,,,,,,,0,1,0
17389,2007ih,SDSS J213310.80-005736.2,323.294876,-0.960150,323.295044,-0.960061,0.170901,0.169600,0.000013,0.16971,0.00098,-28,250,,,,,,,0,1,0
17391,2007jo,,347.552417,-0.931407,,,0.184900,0.183453,0.000500,0.18360,0.00111,-37,250,,,,,,,0,0,0
17435,2007ka,SDSS J012122.69-000053.4,20.344587,-0.014803,20.344599,-0.014830,0.218000,0.216743,0.000500,0.21689,0.00113,-35,250,,,,,,,0,1,0
17460,2007km,,42.083645,-0.288151,,,0.249200,0.248308,0.005000,0.24842,0.00511,-27,250,,,,,,,0,0,1
17464,2007jb,SDSS J002633.79+000230.9,6.640777,0.041985,6.640807,0.041917,0.254900,0.253446,0.000500,0.25358,0.00116,-31,250,,,,,,,0,1,0
17497,2007jt,WISEA J022832.75-010234.5,37.136570,-1.042117,37.136501,-1.042825,0.144789,0.143879,0.000023,0.14404,0.00095,-43,250,,,,,,,0,1,0
17500,2007lf,WISEA J001646.29+011237.0,4.189400,1.200892,4.192912,1.210299,0.044125,0.042896,0.000008,0.04346,0.00087,-163,250,,,,,,,0,1,0
17528,2007iy,SDSS J204105.90-002520.0,310.274818,-0.422121,310.274597,-0.422238,0.371700,0.370370,0.000500,0.37042,0.00125,-11,250,,,,,,,0,1,0
17552,2007jl,SDSS J212917.10-010010.0,322.320553,-1.003178,322.321259,-1.002813,0.253291,0.251910,0.000036,0.25199,0.00104,-20,250,,,,,,,0,1,0
17568,2007kb,WISEA J205224.81+001639.0,313.102940,0.277694,313.103250,0.277472,0.144500,0.143348,0.000500,0.14345,0.00108,-27,250,,,,,,,0,1,0
17605,2007js,WISEA J203648.61+000554.6,309.202770,0.098444,309.202545,0.098509,0.146430,0.145333,0.000016,0.14542,0.00096,-24,250,,,,,,,0,1,0
17629,2007jw,WISEA J020232.75-010523.8,30.636435,-1.089188,30.636484,-1.089949,0.137414,0.136396,0.000022,0.13658,0.00095,-48,250,,,,,,,0,1,0
17745,2007ju,WISEA J001150.49-002022.2,2.960264,-0.339205,2.960271,-0.339352,0.063405,0.062150,0.000013,0.06237,0.00089,-63,250,,,,,,,0,1,0
17784,2007jg,SDSS J032950.83+000315.9,52.461727,0.056828,52.461803,0.054493,0.037069,0.036525,0.000013,0.03756,0.00087,-298,250,,,,,,,0,1,0
17790,2007jx,SDSS J200233.00+002218.9,300.636765,0.371675,300.637512,0.371932,0.180200,0.179217,0.005000,0.17927,0.00510,-15,250,,,,,,,0,1,1
17791,2007kp,SDSS J220929.60+004416.7,332.373276,0.737893,332.373352,0.737992,0.286200,0.284680,0.000500,0.28478,0.00118,-23,250,,,,,,,0,1,0
17801,2007ko,WISEA J210422.51-005354.4,316.093201,-0.898024,316.093811,-0.898445,0.206400,0.205147,0.000500,0.20523,0.00112,-21,250,,,,,,,0,1,0
17809,2007kr,SDSS J002527.58-005021.4,6.364582,-0.839571,6.364925,-0.839299,0.288955,0.287463,0.000030,0.28758,0.00107,-28,250,,,,,,,0,1,0
17811,2007ix,,12.878674,-0.947399,,,0.213200,0.211858,0.000500,0.21200,0.00113,-35,250,,,,,,,0,0,0
17825,2007je,,32.947124,-0.912429,,,0.163200,0.162198,0.005000,0.16236,0.00509,-41,250,,,,,,,0,0,1
17875,2007jz,WISEA J012356.10+011518.3,20.983381,1.254994,20.983730,1.255079,0.232372,0.231106,0.000033,0.23125,0.00103,-35,250,,,,,,,0,1,0
17880,2007jd,WISEA J025953.66+010936.2,44.972374,1.160707,44.973572,1.160040,0.072673,0.071958,0.000009,0.07222,0.00089,-74,250,,,,,,,0,1,0
17884,2007kt,SDSS J015023.84+011020.4,27.599838,1.172075,27.599331,1.172358,0.238926,0.237757,0.000024,0.23789,0.00103,-33,250,,,,,,,0,1,0
17886,2007jh,CGCG 391-014,54.006401,1.103365,54.006607,1.104751,0.040744,0.040227,0.000011,0.04167,0.00087,-416,250,,,,,,,0,1,0
18030,2007kq,WISEA J001943.98-002400.6,4.932975,-0.400135,4.933239,-0.400120,0.156528,0.155177,0.000015,0.15536,0.00096,-46,250,,,,,,,0,1,0
18091,2007ku,WISEA J013328.28+003128.7,23.367535,0.524681,23.367903,0.524605,0.371136,0.369769,0.000028,0.36987,0.00114,-23,250,,,,,,,0,1,0
18241,2007ks,SDSS J204933.00-004543.0,312.387741,-0.761723,312.387543,-0.761966,0.098000,0.096907,0.000500,0.09703,0.00104,-34,250,,,,,,,0,1,0
18298,2007li,WISEA J011304.03-003224.0,18.266731,-0.540012,18.266783,-0.540020,0.119774,0.118594,0.000022,0.11881,0.00093,-57,250,,,,,,,0,1,0
18323,2007kx,SDSS J001342.87+003908.3,3.428632,0.652155,3.428664,0.652322,0.154081,0.152719,0.000015,0.15291,0.00096,-48,250,,,,,,,0,1,0
18325,2007mv,WISEA J003537.64+002209.9,8.905735,0.370035,8.906855,0.369486,0.258663,0.257225,0.000033,0.25736,0.00105,-31,250,,,,,,,0,1,0
18375,2007lg,WISEA J004603.92-000038.2,11.516434,-0.010381,11.516397,-0.010679,0.110509,0.109265,0.000017,0.10950,0.00093,-62,250,,,,,,,0,1,0
18415,2007la,WISEA J222954.60+010330.1,337.478285,1.058609,337.477509,1.058468,0.130767,0.129403,0.000022,0.12958,0.00094,-47,250,,,,,,,0,1,0
18456,2007lk,2MASS J01575015-0023535,29.458780,-0.398095,29.458870,-0.398126,0.219935,0.218820,0.000050,0.21896,0.00102,-33,250,,,,,,,0,1,0
18463,2007kv,WISEA J011015.94+002819.1,17.565994,0.472038,17.566410,0.471982,0.268221,0.266872,0.000023,0.26700,0.00106,-30,250,,,,,,,0,1,0
18466,2007lm,WISEA J031340.61+003749.9,48.418526,0.629998,48.419212,0.630553,0.220400,0.219665,0.000500,0.21978,0.00113,-29,250,,,,,,,0,1,0
18485,2007nu,WISEA J031150.17-004133.3,47.959118,-0.692416,47.959023,-0.692644,0.282000,0.281221,0.000500,0.28132,0.00118,-22,250,,,,,,,0,1,0
18486,2007ln,SDSS J034043.48+010016.4,55.180023,1.003079,55.181210,1.004560,0.240300,0.239712,0.000600,0.23981,0.00120,-25,250,,,,,,,0,1,0
18602,2007lo,SDSS J223556.07+003632.6,338.983583,0.609241,338.983643,0.609082,0.138340,0.136962,0.000022,0.13713,0.00095,-45,250,,,,,,,0,1,0
18604,2007lp,WISEA J224340.97+002513.7,340.920918,0.421380,340.920685,0.420501,0.176261,0.174831,0.000023,0.17498,0.00098,-38,250,,,,,,,0,1,0
18612,2007lc,WISEA J004909.11+003547.6,12.287929,0.596957,12.288020,0.596611,0.114892,0.113648,0.000020,0.11388,0.00093,-62,250,,,,,,,0,1,0
18617,2007mw,SDSS J230302.72+005057.8,345.761495,0.849165,345.761414,0.849385,0.327322,0.325696,0.000062,0.32580,0.00111,-24,250,,,,,,,0,1,0
18650,2007lt,SDSS J215347.32+000054.0,328.447235,0.015055,328.447235,0.015034,0.113713,0.112427,0.000027,0.11259,0.00093,-45,250,,,,,,,0,1,0
18697,2007ma,SDSS J004453.80-005948.7,11.223947,-0.997054,11.224209,-0.996852,0.107623,0.106382,0.000010,0.10661,0.00092,-62,250,,,,,,,0,1,0
18721,2007mu,WISEA J001218.66-000439.6,3.077347,-0.077318,3.077763,-0.077642,0.402936,0.401280,0.000077,0.40138,0.00117,-21,250,,,,,,,0,1,0
18740,2007mc,WISEA J010725.68+010237.3,16.855324,1.043746,16.857067,1.043705,0.154411,0.153173,0.000026,0.15336,0.00096,-49,250,,,,,,,0,1,0
18749,2007mb,WISEA J005011.18+004032.6,12.547336,0.675423,12.546587,0.675721,0.190638,0.189313,0.000033,0.18948,0.00099,-41,250,,,,,,,0,1,0
18751,2007ly,WISEA J002253.38+004633.1,5.722364,0.775986,5.722429,0.775913,0.071026,0.069777,0.000022,0.07009,0.00089,-88,250,,,,,,,0,1,0
18768,2007lh,SDSS J010851.95+011152.0,17.216736,1.197879,17.216473,1.197779,0.200200,0.198917,0.005000,0.19908,0.00510,-40,250,,,,,,,0,1,1
18782,2007ns,WISEA J023702.92-005200.3,39.262360,-0.866615,39.262203,-0.866712,0.367322,0.366282,0.000027,0.36637,0.00114,-20,250,,,,,,,0,1,0
18787,2007mf,WISEA J015854.84-010136.8,29.729753,-1.027071,29.728573,-1.026969,0.190228,0.189147,0.000054,0.18929,0.00099,-37,250,,,,,,,0,1,0
18804,2007me,SDSS J014103.84-002653.8,25.265629,-0.448449,25.266027,-0.448288,0.198426,0.197263,0.000061,0.19741,0.00100,-37,250,,,,,,,0,1,0
18807,2007mg,WISEA J030633.93+004732.6,46.640945,0.793304,46.641327,0.792496,0.187900,0.187145,0.000500,0.18728,0.00111,-34,250,,,,,,,0,1,0
18809,2007mi,WISEA J032331.35+004002.1,50.881317,0.666634,50.880627,0.667266,0.132159,0.131529,0.000026,0.13169,0.00094,-43,250,,,,,,,0,1,0
18835,2007mj,WISEA J033444.49+002120.0,53.685146,0.355509,53.685398,0.355507,0.123186,0.122623,0.000035,0.12278,0.00094,-43,250,,,,,,,0,1,0
18839,,SDSS J022402.91-000254.9,36.012104,-0.048481,36.012184,-0.048638,0.554000,0.552732,0.000500,0.55281,0.00139,-15,250,,,,,,,0,1,0
18855,2007mh,WISEA J031432.12+001608.1,48.632347,0.269818,48.633804,0.268898,0.127831,0.127157,0.000014,0.12732,0.00094,-44,250,,,,,,,0,1,0
18890,2007mm,WISEA J010546.37-004533.6,16.444456,-0.758834,16.443384,-0.759484,0.066492,0.065349,0.000015,0.06590,0.00089,-155,250,,,,,,,0,1,0
18927,2007nt,WISEA J030643.76-004515.0,46.682472,-0.754019,46.682369,-0.754097,0.212900,0.212135,0.000500,0.21225,0.00113,-29,250,,,,,,,0,1,0
18940,2007sb,WISEA J004123.66+002442.5,10.348955,0.411951,10.348658,0.411853,0.212362,0.210990,0.000035,0.21114,0.00101,-37,250,,,,,,,0,1,0
18945,2007nd,SDSS J004018.68-010220.8,10.078404,-1.037373,10.077870,-1.039130,0.263300,0.261873,0.000500,0.26200,0.00117,-30,250,,,,,,,0,1,0
18965,2007ne,WISEA J005402.22+010408.3,13.509144,1.069021,13.509215,1.068919,0.205871,0.204538,0.000029,0.20469,0.00101,-39,250,,,,,,,0,1,0
19002,2007nh,WISEA J025027.86-003304.5,42.615364,-0.551163,42.616219,-0.551185,0.270999,0.270104,0.000047,0.27021,0.00106,-25,250,,,,,,,0,1,0
19003,2007mp,2MASX J21163594-0046133,319.148464,-0.769884,319.149780,-0.770326,0.059910,0.058774,0.000035,0.05891,0.00088,-39,250,,,,,,,0,1,0
19008,2007mz,WISEA J220751.17-010412.6,331.963343,-1.069943,331.963318,-1.070048,0.232200,0.230753,0.000500,0.23086,0.00114,-25,250,,,,,,,0,1,0
19023,2007ls,,307.116955,0.006237,,,0.245200,0.244045,0.005000,0.24410,0.00511,-14,250,,,,,,,0,0,1
19025,2007mx,,318.545296,-0.296250,,,0.408200,0.406698,0.005000,0.40676,0.00514,-13,250,,,,,,,0,0,1
19027,2007my,WISEA J215532.20-002217.1,328.884178,-0.371996,328.884003,-0.371785,0.292633,0.291138,0.000013,0.29123,0.00108,-21,250,,,,,,,0,1,0
19029,2007lu,WISEA J220134.84-001523.5,330.395432,-0.256872,330.395355,-0.256873,0.319584,0.318044,0.000034,0.31813,0.00110,-20,250,,,,,,,0,1,0
19033,2007of,SDSS J210456.30+000339.1,316.234474,0.060993,316.234650,0.060901,0.404700,0.403235,0.000500,0.40329,0.00127,-12,250,,,,,,,0,1,0
19051,2007nb,WISEA J232530.06+002524.2,351.375258,0.423105,351.375305,0.423402,0.277751,0.276189,0.000033,0.27631,0.00106,-28,250,,,,,,,0,1,0
19070,2007na,WISEA J221332.70+005249.3,333.386616,0.880501,333.386292,0.880418,0.470359,0.468613,0.000103,0.46869,0.00123,-16,250,,,,,,,0,1,0
19101,2007ml,SDSS J003153.52+000817.2,7.972722,0.138298,7.972722,0.138298,0.202000,0.200619,0.000500,0.20077,0.00112,-38,250,,,,,,,0,1,0
